fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct
2020,17K722,K722,New Heights Middle School,331700010722,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2012-07-01T00:00:00.000,Open,K391,790 EAST NEW YORK AVENUE,NY,1001919,180501,-73.936313,40.662092,309,41,87600,3048060001,BK60,Prospect Lefferts Gardens-Wingate,Michael Wiebusch,I.A. Principal,718-467-4501,718-467-4506,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,309,71
2020,84K724,K724,Leadership Prep Canarsie Charter School (Leadershi,331800860943,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05",2013-07-01T00:00:00.000,Open,K279,1070 EAST 104 STREET,NY,1014000,173970,-73.892797,40.644134,318,46,98600,3082300001,BK50,Canarsie,Michael Scott Jr./Mallory Bocachica,Principal,718-250-5767,212-881-9666,18,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318,69
2020,84K726,K726,Fahari Academy Charter School,331700860951,Charter,General Academic,Secondary School,"05,06,07,08,SE","05,06,07,08,09,10,11,12",2009-07-01T00:00:00.000,Closed,K246,72 VERONICA PLACE,NY,997159,175492,-73.95348,40.648352,317,40,79400,3051100025,BK95,Erasmus,Stephanie Clagnaz,PRINCIPAL,718-282-5139,718-282-5397,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,67
2020,21K728,K728,Liberation Diploma Plus,332100011728,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",2007-07-01T00:00:00.000,Open,K728,2865 WEST 19TH STREET,NY,988302,149485,-73.985413,40.576976,313,47,32600,3070200039,BK21,Seagate-Coney Island,APRIL LEONG,Principal,718-946-6812,718-946-6825,21,21,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",313,60
2020,84K730,K730,Summit Academy Charter School,331500860953,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",2009-07-01T00:00:00.000,Open,K027,27 HUNTINGTON STREET,NY,982821,186259,-74.005151,40.677914,306,38,5900,3005250001,BK33,Carroll Gardens-Columbia Street-Red Hook,Dr. Stephen Jackson,Executive Director,718-875-1403,718-875-1891,15,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,306,76
2020,84K731,K731,Brooklyn Excelsior Charter School,331600860847,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2003-07-01T00:00:00.000,Open,KAQX,856 QUINCY STREET,NY,1005025,190514,-73.925087,40.689569,303,41,38700,3016330058,BK35,Stuyvesant Heights,Christopher Petty,PRINCIPAL,718-246-5681,718-246-5864,16,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,81
2020,84K733,K733,"Math, Engineering, and Science Academy Charter Hig",333200861059,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",2013-07-01T00:00:00.000,Open,K291,231 PALMETTO STREET,NY,1007760,192814,-73.915217,40.695875,304,37,43300,3033430001,BK77,Bushwick North,Arthur Samuels,PRINCIPAL,718-282-7426,718-919-1479,32,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304,83
2020,84K734,K734,The Ethical Community Charter School (TECCS),331400860930,Charter,General Academic,Elementary,"01,02,03,04,05","0K,01,02,03,04,05",2009-07-01T00:00:00.000,Closed,K297,700 PARK AVENUE,NY,998623,193354,-73.948166,40.697377,303,36,25700,3017390011,BK75,Bedford,Annette Keane,PRINCIPAL,718-599-2176,718-599-2814,14,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,79
2020,84K736,K736,New American Academy Charter School,331800861057,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",2013-07-01T00:00:00.000,Open,K233,9301 AVENUE B,NY,1008035,176699,-73.914282,40.651642,317,42,93000,3047530001,BK96,Rugby-Remsen Village,Lisa Parquette Silva,PRINCIPAL,718-385-1709,718-385-1856,18,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,67
2020,84K737,K737,Brownsville Ascend Charter School,332300860954,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2009-07-01T00:00:00.000,Open,KBVT,1501 PITKIN AVENUE,NY,1006964,182876,-73.918123,40.668608,316,41,90000,0,BK81,Brownsville,Erica Murphy/Emily Fernandez,PRINCIPAL,718-240-9162,718-240-9140,23,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,84K738,K738,New Visions Charter High School for Advanced Math,332200861053,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",2013-07-01T00:00:00.000,Open,K495,3000 AVENUE X,NY,1001848,155386,-73.936635,40.593157,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Nissi Jonathan,PRINCIPAL,718-934-9240,718-934-9171,22,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315,61
2020,84K739,K739,New Visions Charter High School for the Humanities,332200861051,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",2013-07-01T00:00:00.000,Open,K495,3000 AVENUE X,NY,1001848,155386,-73.936635,40.593157,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Janique Cambridge,PRINCIPAL,718-368-4145,718-368-4148,22,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,315,61
2020,84K740,K740,Brooklyn Scholars Charter School,331900860958,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2009-07-01T00:00:00.000,Open,KAJS,2635 LINDEN BOULEVARD,NY,1021107,183169,-73.867138,40.669356,305,42,120800,3044640025,BK82,East New York,Desiree Kirton,Principal,718-348-9360,718-348-9362,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,84K741,K741,Success Academy Crown Heights (Brooklyn 7),331700861041,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,07","0K,01,02,03,04,05,06,07,08",2013-07-01T00:00:00.000,Open,K161,330 CROWN STREET,NY,998331,181834,-73.949243,40.665757,309,35,31900,3012970026,BK63,Crown Heights South,Christopher Timberlake,Principal,646-790-2129,914-462-3286,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,309,71
2020,84K742,K742,Explore Empower Charter School,331700860950,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2009-05-05T00:00:00.000,Open,K210,188 ROCHESTER AVENUE,NY,1003968,184371,-73.928917,40.67271,308,36,34700,3013670022,BK61,Crown Heights North,Christina Cotter,PRINCIPAL,718-771-2090,718-771-2128,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,84K744,K744,Coney Island Preparatory Public Charter School,332100860949,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",2009-07-01T00:00:00.000,Open,K303,501 WEST AVENUE,NY,992025,151505,-73.972009,40.582518,313,47,35400,3072500025,BK23,West Brighton,Jacob Mnookin/Evan Burns,Principal,718-513-6951,718-513-6955,21,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313,60
2020,84K744,K744,Coney Island Preparatory Public Charter School,332100860949,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",2009-07-01T00:00:00.000,Open,K303,501 WEST AVENUE,NY,992025,151505,-73.972009,40.582518,313,47,35400,3072500025,BK23,West Brighton,Jacob Mnookin/Evan Burns,Principal,718-513-6951,718-513-6955,21,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,313,60
2020,17K745,K745,Brooklyn Institute for Liberal Arts,331700011745,DOE,General Academic,High school,"08,09,10,11,12,SE","09,10,11,12",2012-07-01T00:00:00.000,Open,K470,600 KINGSTON AVENUE,NY,999832,179253,-73.943839,40.658671,309,40,81000,3048110001,BK60,Prospect Lefferts Gardens-Wingate,ANN MARIE HENRY STEPHENS,Principal,718-221-1097,718-221-1794,17,17,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",309,71
2020,84K746,K746,Hebrew Language Academy Charter School,332200860955,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2009-07-09T00:00:00.000,Open,KBZT,2186 MILL AVENUE,NY,1008041,162350,-73.914312,40.612258,318,46,69800,3084701091,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Hadar Dohn,Principal,718-377-7200,718-377-7220,22,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318,63
2020,23K747,K747,P.S. 747 A Great Start Academy,332300010747,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE",,2010-07-01T00:00:00.000,"Initiated, never opened",K332,51 CHRISTOPHER AVENUE,NY,1010320,184197,-73.906018,40.672216,316,37,90800,3036930001,BK81,Brownsville,NULL,NULL,NULL,NULL,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,20K748,K748,P.S. 748 Brooklyn School for Global Scholars,332000010748,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2010-07-01T00:00:00.000,Open,K163,1664 BENSON AVENUE,NY,982176,160328,-74.007469,40.606739,311,43,18000,3063990040,BK27,Bath Beach,Ursula Annio,Principal,718-382-3130,718-382-3140,20,20,COMMUNITY SCHOOL DISTRICT 20,"COSTANTINO, KARINA",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 4- Brooklyn South,NULL,NULL,NULL,311,62
2020,15K749,K749,Brooklyn High School For Young Men,331500011749,DOE,General Academic,High school,"09,10,11,12,SE",,2010-07-01T00:00:00.000,"Initiated, never opened",K806,362 SCHERMERHORN STREET,NY,989844,189259,-73.979829,40.686147,302,33,3900,3001740001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,NULL,NULL,NULL,NULL,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NULL,NULL,NULL,NULL,NULL,NULL,302,84
2020,17K751,K751,Academy for Health Careers,331700011751,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2010-07-01T00:00:00.000,Open,K625,150 ALBANY AVENUE,NY,1001092,185533,-73.939282,40.675905,308,36,31100,3012160046,BK61,Crown Heights North,Deonne Martin,Principal,718-773-0128,718-773-0648,17,17,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 3- Affinity Group,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",308,77
2020,84K752,K752,Success Academy Fort Greene (Brooklyn 5),331300861039,Charter,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05,06,07,08",2013-07-01T00:00:00.000,Open,K265,101 PARK AVENUE,NY,990876,193278,-73.976104,40.697177,302,35,21100,3020280001,BK68,Fort Greene,Nina Fink,Principal,646-790-2137,914-462-3407,13,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,88
2020,75K753,K753,P.S. K753 - School for Career Development,307500013753,DOE,Special Education,High school,"06,07,08,09,10,11,12,SE","09,10,11,12,SE",1996-06-05T00:00:00.000,Open,K085,510 CLERMONT AVENUE,NY,992779,187959,-73.969248,40.682576,302,35,17900,3020080001,BK68,Fort Greene,YVROSE PIERRE,Principal,718-857-4646,718-857-0565,13,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 755,NULL,NULL,NULL,302,88
2020,84K756,K756,Success Academy Prospect Heights (Brooklyn 6),331700861040,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08,09,10,11,12",2013-07-01T00:00:00.000,Open,K138,760 PROSPECT PLACE,NY,997687,184816,-73.951559,40.673943,308,36,31701,3012330026,BK61,Crown Heights North,Sydney Chernoff,Principal,646-790-2121,646-514-2070,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,84K756,K756,Success Academy Prospect Heights (Brooklyn 6),331700861040,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08,09,10,11,12",2013-07-01T00:00:00.000,Open,K138,760 PROSPECT PLACE,NY,997687,184816,-73.951559,40.673943,308,36,31701,3012330026,BK61,Crown Heights North,Sydney Chernoff,Principal,646-790-2121,646-514-2070,17,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,308,77
2020,84K757,K757,Unity Prep Charter School,331300861056,Charter,General Academic,Secondary School,"06,07,08,09,10,11,12","06,07,08,09,10,11,12",2013-07-01T00:00:00.000,Open,K044,432 MONROE STREET,NY,1000652,189288,-73.940859,40.686213,303,36,27700,3018210001,BK35,Stuyvesant Heights,Josh Beauregard/Casey Burns,Principal,718-455-5046,718-455-5049,13,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,79
2020,84K758,K758,Brooklyn Urban Garden Charter School,331500861011,Charter,General Academic,Junior High-Intermediate-Middle,"06,07,08","06,07,08",2013-07-01T00:00:00.000,Open,KBNU,500 19TH STREET,NY,989071,178349,-73.982624,40.656202,307,38,150200,3008890001,BK40,Windsor Terrace,Susan Tenner/Wynette Caesar,Principal,718-280-9556,NULL,15,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,307,72
2020,84K759,K759,Canarsie Ascend Charter School,331800861033,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,07","0K,01,02,03,04,05",2013-07-01T00:00:00.000,Open,KAGD,9719 FLATLANDS AVENUE,NY,1011882,173855,-73.900432,40.643834,318,46,97400,0,BK50,Canarsie,Anastasia Michals/Erica Homles-Ware,Principal,347-713-0101,NULL,18,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318,69
2020,19K760,K760,Highland Park Community School,331900010760,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2014-07-01T00:00:00.000,Open,K171,528 RIDGEWOOD AVENUE,NY,1020461,189178,-73.869434,40.685852,305,37,118400,3041340020,BK83,Cypress Hills-City Line,Jamilah Seifullah,Principal,718-235-1785,718-235-4190,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,18K763,K763,Brooklyn Science and Engineering Academy,331800010763,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2014-07-01T00:00:00.000,Open,K244,5404 TILDEN AVENUE,NY,1004898,175315,-73.925592,40.647851,317,45,94600,3047390001,BK96,Rugby-Remsen Village,ANGELA DEFILIPPIS,Principal,718-240-3790,718-240-3791,18,18,COMMUNITY SCHOOL DISTRICT 18,"WILKINS, BEVERLY",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 3- Brooklyn South,NULL,NULL,NULL,317,67
2020,19K764,K764,The Urban Assembly School for Collaborative Health,331900011764,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",2014-07-01T00:00:00.000,Open,K420,999 JAMAICA AVENUE,NY,1020493,191783,-73.869305,40.693002,305,37,118000,3040940001,BK99,park-cemetery-etc-Brooklyn,Candace Hugee,Principal,718-277-1572,718-277-6041,19,19,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 4- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",305,75
2020,16K765,K765,Nelson Mandela High School,331600011765,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2014-07-01T00:00:00.000,Open,K455,1700 FULTON STREET,NY,1003221,186472,-73.931604,40.678478,303,36,27100,3017010001,BK61,Crown Heights North,Tabari Bomani,Principal,718-804-6805,718-804-6808,16,16,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 3- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",303,81
2020,84K766,K766,The International Charter School of New York,331300861079,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",2015-07-01T00:00:00.000,Open,KCQF,55 Willoughby Street,NY,987892,191549,-73.986867,40.692434,302,33,1100,3001470044,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Ellen Borenstein,Principal,NULL,NULL,13,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,302,84
2020,84K769,K769,Hyde Leadership Charter School- Brooklyn,331900860972,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,07","0K,01,02,03,04,05,06",2010-06-01T00:00:00.000,Open,K328,330 ALABAMA AVENUE,NY,1012477,182658,-73.898249,40.667985,305,42,113400,3037680001,BK85,East New York (Pennsylvania Ave),Sandra J. Dupree/Christine Depina-Forbes,Principal,718-495-5620,718-495-5827,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,84K793,K793,Bushwick Ascend Charter School,333200860987,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2010-06-01T00:00:00.000,Open,KAJP,751 KNICKERBOCKER AVENUE,NY,1009507,192041,-73.90892,40.693748,304,37,43700,3033990001,BK77,Bushwick North,Zelda Washington/Sarah Adams,Principal,347-289-9080,718-366-3916,32,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304,83
2020,17K770,K770,P.S. 770 New American Academy,331700010770,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2010-07-01T00:00:00.000,Open,K398,60 EAST  94 STREET,NY,1004231,180975,-73.927979,40.663388,317,41,88200,3045950215,BK96,Rugby-Remsen Village,Jessica Saratovsky,Principal,718-221-5837,718-221-5947,17,17,COMMUNITY SCHOOL DISTRICT 17,"ELLIS, CLARENCE",NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 2- Brooklyn South,NULL,NULL,NULL,317,67
2020,75K771,K771,P.S. K771,307500013771,DOE,Special Education,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","01,02,03,04,05,06,07,08,09,10,11,12,SE",1994-09-19T00:00:00.000,Open,K225,1075 OCEAN VIEW AVENUE,NY,996512,150684,-73.955856,40.58026,313,48,61004,3087120056,BK19,Brighton Beach,DENISE DANNA,Principal,718-891-3600,718-769-0017,21,75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE BCO,Tillman Roberto,Children First Network 754,NULL,NULL,NULL,313,60
2020,84K772,K772,Success Academy Charter School - Bensonhurst - New,332100861075,Charter,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05,06,07,08",2014-07-01T00:00:00.000,Open,K096,99 AVENUE P,NY,988419,160837,-73.984985,40.608135,311,44,43000,3065950033,BK29,Bensonhurst East,Jonathan Dant,Principal,347-514-7082,646-219-1663,21,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,311,62
2020,84K774,K774,Achievement First Apollo Charter School,331900860933,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,09","0K,01,02,03,04,05,06,07,08",2010-06-01T00:00:00.000,Open,K302,350 LINWOOD STREET,NY,1016367,185988,-73.884211,40.677112,305,37,117000,3039690001,BK82,East New York,Jesse Balis-Harris/Michael Hendricks,PRINCIPAL,718-235-2647,718-235-2649,19,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,84K775,K775,Leadership Preparatory Ocean Hill Charter School,332300860941,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2010-06-01T00:00:00.000,Open,K332,51 CHRISTOPHER AVENUE,NY,1010320,184197,-73.906018,40.672216,316,37,90800,3036930001,BK81,Brownsville,Caroline Kerns/Jessica Pasionek,Principal,718-250-5767,718-250-5768,23,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,84K777,K777,Ocean Hill Collegiate Charter School,332300860936,Charter,General Academic,Junior High-Intermediate-Middle,"0K,01,05,06,07,08","06,07,08",2010-06-01T00:00:00.000,Open,K271,1137 HERKIMER STREET,NY,1007797,186347,-73.915106,40.678124,316,41,30100,3015500001,BK79,Ocean Hill,Hannah Solomon,Principal,718-250-5765,718-250-5766,23,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,316,73
2020,84K780,K780,Brooklyn East Collegiate Charter School,331300860937,Charter,General Academic,Junior High-Intermediate-Middle,"05,06,07,08","06,07,08",2010-06-01T00:00:00.000,Open,K458,832 MARCY AVENUE,NY,998707,188719,-73.947873,40.684654,303,36,24900,3018230038,BK75,Bedford,Rodolpho Loureiro,Principal,718-250-5760,718-260-5761,13,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,79
2020,84K781,K781,Success Academy Charter School - Bergen Beach - Ne,332200861076,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05",2014-07-01T00:00:00.000,Open,K078,1420 EAST  68 STREET,NY,1008426,165367,-73.912914,40.620537,318,46,69602,3083880002,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,Jessica Johnson,Principal,347-817-2017,347-521-7879,22,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,318,63
2020,84K782,K782,Bedford Stuyvesant New Beginnings Charter School,331600860971,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2010-06-01T00:00:00.000,Open,KAKB,82 LEWIS AVENUE,NY,1001521,192372,-73.937717,40.694676,303,36,28300,3015910045,BK35,Stuyvesant Heights,Patience Brown,Principal,718-453-1001,718-452-2090,16,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,81
2020,84K784,K784,Achievement First North Brooklyn Prep Charter Scho,333200861045,Charter,General Academic,Elementary,"0K,01,02,03,04,05,06","0K,01,02,03,04,05",2014-07-01T00:00:00.000,Open,K377,200 WOODBINE STREET,NY,1007777,191964,-73.915159,40.693542,304,37,41500,3033600001,BK78,Bushwick South,Kate Carroll/Peter Weiss,Principal,347-471-2690,347-402-1818,32,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,304,83
